,lmList,bbox,center
0,"[[619, 378, 0], [565, 360, -13], [528, 308, -14], [515, 262, -18], [494, 237, -19], [560, 266, 6], [566, 230, -12], [572, 262, -21], [575, 290, -22], [594, 261, 5], [600, 234, -21], [600, 281, -31], [598, 315, -30], [626, 257, 1], [631, 225, -25], [627, 268, -26], [621, 302, -16], [653, 257, -4], [661, 211, -17], [665, 181, -19], [667, 152, -16]]","(494, 152, 173, 226)","(580, 265)"
1,"[[619, 378, 0], [566, 359, -12], [529, 308, -14], [515, 263, -19], [495, 237, -20], [561, 267, 4], [566, 230, -14], [572, 260, -23], [575, 286, -24], [594, 261, 3], [601, 234, -23], [601, 281, -33], [600, 313, -31], [625, 258, -1], [631, 225, -27], [628, 269, -28], [622, 303, -18], [652, 258, -7], [661, 212, -20], [666, 182, -22], [669, 153, -19]]","(495, 153, 174, 225)","(582, 265)"
2,"[[619, 379, 0], [565, 359, -10], [528, 305, -11], [513, 261, -13], [492, 238, -13], [561, 264, 7], [565, 229, -10], [571, 262, -19], [577, 290, -19], [595, 260, 5], [599, 235, -21], [600, 282, -30], [599, 315, -28], [626, 258, 0], [631, 225, -25], [626, 267, -25], [621, 301, -16], [653, 258, -6], [661, 212, -18], [664, 182, -20], [667, 153, -18]]","(492, 153, 175, 226)","(579, 266)"
3,"[[618, 379, 0], [563, 358, -12], [526, 306, -13], [508, 262, -17], [484, 243, -19], [562, 264, 4], [568, 228, -14], [573, 258, -22], [576, 284, -24], [596, 259, 2], [602, 234, -24], [601, 280, -34], [599, 311, -33], [628, 257, -2], [635, 222, -29], [630, 264, -30], [623, 298, -22], [655, 259, -8], [669, 213, -23], [677, 184, -26], [684, 155, -24]]","(484, 155, 200, 224)","(584, 267)"
4,"[[618, 384, 0], [563, 361, -13], [526, 307, -15], [509, 262, -20], [484, 241, -22], [564, 263, 5], [569, 227, -12], [573, 262, -21], [576, 290, -23], [597, 259, 4], [602, 231, -22], [602, 280, -32], [601, 312, -30], [629, 258, 0], [635, 222, -27], [629, 266, -28], [622, 301, -18], [655, 261, -6], [671, 216, -21], [682, 188, -24], [690, 158, -22]]","(484, 158, 206, 226)","(587, 271)"
5,"[[615, 384, 0], [562, 362, -13], [528, 309, -16], [515, 262, -20], [496, 234, -21], [563, 267, 4], [567, 228, -13], [571, 261, -22], [575, 289, -23], [597, 262, 4], [602, 232, -22], [601, 278, -32], [599, 310, -30], [628, 260, 0], [635, 221, -27], [628, 263, -28], [621, 296, -19], [654, 262, -6], [672, 217, -21], [683, 188, -25], [690, 159, -23]]","(496, 159, 194, 225)","(593, 271)"
6,"[[615, 383, 0], [562, 363, -14], [528, 310, -17], [517, 262, -22], [499, 234, -23], [561, 268, 2], [566, 228, -15], [572, 260, -23], [576, 288, -23], [595, 263, 2], [602, 233, -24], [601, 279, -33], [598, 311, -31], [627, 261, -2], [634, 223, -28], [628, 265, -28], [621, 299, -19], [654, 262, -7], [672, 217, -22], [683, 189, -25], [690, 160, -23]]","(499, 160, 191, 223)","(594, 271)"
7,"[[616, 385, 0], [562, 364, -13], [528, 311, -16], [519, 261, -21], [501, 232, -22], [561, 266, 4], [565, 228, -14], [570, 262, -22], [574, 290, -24], [593, 262, 3], [598, 232, -21], [598, 280, -30], [595, 310, -28], [624, 260, -1], [631, 223, -25], [625, 265, -24], [617, 300, -14], [652, 263, -7], [669, 217, -21], [680, 189, -23], [688, 159, -21]]","(501, 159, 187, 226)","(594, 272)"
8,"[[614, 384, 0], [560, 363, -11], [526, 309, -13], [518, 260, -17], [500, 231, -17], [560, 264, 6], [565, 227, -11], [570, 261, -18], [574, 289, -18], [593, 260, 5], [599, 232, -20], [598, 281, -28], [595, 312, -26], [624, 259, 0], [631, 222, -25], [625, 268, -23], [617, 303, -13], [651, 261, -5], [668, 216, -20], [680, 189, -22], [688, 160, -20]]","(500, 160, 188, 224)","(594, 272)"
9,"[[614, 383, 0], [560, 362, -14], [527, 310, -17], [517, 261, -23], [499, 232, -25], [559, 267, 4], [564, 227, -15], [569, 259, -23], [572, 286, -24], [592, 262, 3], [598, 231, -23], [598, 277, -32], [595, 308, -31], [623, 260, -2], [630, 221, -28], [624, 264, -27], [617, 299, -17], [651, 262, -8], [668, 217, -23], [678, 188, -26], [686, 159, -23]]","(499, 159, 187, 224)","(592, 271)"
